id,_URI,instanceID,_PARENT_AURI,fh_1345_rr_c,fh_1345_rr_nc,fh_1345_rr_n,fh_13_45,fh_13_46,fh_13_47,fh_13_47_1n,rta_form_id
420,uuid:31fa0cf8-4a73-41eb-a999-6462769963fa,uuid:a763a3c3-bda0-4e91-9104-79ef094425cf,uuid:a763a3c3-bda0-4e91-9104-79ef094425cf,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
421,uuid:3205cb12-80e7-429e-b00c-5e3f57d005ed,uuid:bb0eb8b9-9da6-44c1-9a33-6bb35e99c864,uuid:bb0eb8b9-9da6-44c1-9a33-6bb35e99c864,1,st,"",1,0,"","",ML_FH_Household_Full_G2
422,uuid:322f2e11-319b-45b9-af8e-3d82687a03bd,uuid:2db5cfe7-bf66-4d7b-a042-636b299cf33f,uuid:2db5cfe7-bf66-4d7b-a042-636b299cf33f,1,st,"",1,1,3.1000000000,2,ML_FH_Household_Full_G2
423,uuid:326a5d1d-99f8-4453-9e71-f25d64e3ff0e,uuid:070a1ca2-5e1b-4b15-ae88-92f3c41335aa,uuid:070a1ca2-5e1b-4b15-ae88-92f3c41335aa,2,nd,"",2,1,2.3000000000,2,ML_FH_Household_Full_G2
424,uuid:327862eb-d5b0-45c8-84bc-c8d3e4804a7b,uuid:50d3343a-3bfe-4ea3-b1e0-aaa8673f96f5,uuid:50d3343a-3bfe-4ea3-b1e0-aaa8673f96f5,1,st,"",1,0,"","",ML_FH_Household_Full_G2
425,uuid:329f5b08-0903-4af8-a0fe-382f8f368848,uuid:0c7ddb15-0f40-4f2f-b3ab-a7db4d067911,uuid:0c7ddb15-0f40-4f2f-b3ab-a7db4d067911,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
426,uuid:32b14d98-2a9f-4682-94da-5bf38f88eb9b,uuid:a5aebd4d-8a4c-4dd6-bc3c-736c6c0d3f69,uuid:a5aebd4d-8a4c-4dd6-bc3c-736c6c0d3f69,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
427,uuid:32db5bb0-5e89-4b6b-bdb5-88d5a8664783,uuid:15cbaac5-83f1-4e8c-b321-fcb0156eba26,uuid:15cbaac5-83f1-4e8c-b321-fcb0156eba26,1,st,"",2,0,"","",ML_FH_Household_Full_G2
428,uuid:3306ce54-837a-47f1-a145-b5d15b4f4dbe,uuid:4f320960-08f7-4d52-a415-e21e8f82b8be,uuid:4f320960-08f7-4d52-a415-e21e8f82b8be,1,st,"",1,1,2.9600000000,2,ML_FH_Household_Full_G2
429,uuid:3346bc26-9c73-43d7-b811-89e9cba00781,uuid:3a9a03d7-607d-426b-be64-b073c0be746f,uuid:3a9a03d7-607d-426b-be64-b073c0be746f,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
430,uuid:339e0591-77bb-4d71-a87a-f425f71b2d75,uuid:22f714fd-adc6-49ea-8fbf-b18a81f9be0a,uuid:22f714fd-adc6-49ea-8fbf-b18a81f9be0a,1,st,"",2,1,2.3000000000,2,ML_FH_Household_Full_G2
431,uuid:340de623-e0fd-4331-ae84-ad815ea948b7,uuid:bdadca12-11ec-4244-aa60-88fd7a36fbb5,uuid:bdadca12-11ec-4244-aa60-88fd7a36fbb5,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
432,uuid:341f7472-c449-44db-aead-32bf1a7586dc,uuid:2dc74caf-dab6-43e6-bf0a-2a7c41d2a623,uuid:2dc74caf-dab6-43e6-bf0a-2a7c41d2a623,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
433,uuid:34335fa7-d831-4879-af64-69bfb1872b81,uuid:9a4d94e3-1b49-40ec-8489-8e8fb5df670b,uuid:9a4d94e3-1b49-40ec-8489-8e8fb5df670b,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
434,uuid:3460f301-06e8-4567-8429-035a5b00e013,uuid:eda15107-9683-42bd-90aa-be0bc49b220c,uuid:eda15107-9683-42bd-90aa-be0bc49b220c,1,st,"",2,0,"","",ML_FH_Household_Full_G2
435,uuid:346134c4-e123-43e5-a5d0-e72e8a41fe8c,uuid:dc72379b-7330-461d-9e25-35d101adb6d6,uuid:dc72379b-7330-461d-9e25-35d101adb6d6,1,st,"",2,1,2.9000000000,2,ML_FH_Household_Full_G2
436,uuid:349a42ed-8750-4e49-9d2a-c99c48fbbdc7,uuid:a9ffb094-3858-48e2-8ded-a599d12a0c5f,uuid:a9ffb094-3858-48e2-8ded-a599d12a0c5f,1,st,"",1,0,"","",ML_FH_Household_Full_G2
437,uuid:34adf550-3036-449c-b106-fb7242ee02ef,uuid:b64282c2-7d41-4844-b913-1993b502e2ff,uuid:b64282c2-7d41-4844-b913-1993b502e2ff,1,st,"",1,1,2.4000000000,2,ML_FH_Household_Full_G2
438,uuid:34b469e7-628b-4bb0-8c54-6639917a380c,uuid:0fc839b2-e74d-40e5-9dd2-414bdabf449b,uuid:0fc839b2-e74d-40e5-9dd2-414bdabf449b,1,st,"",2,1,2.5000000000,2,ML_FH_Household_Full_G2
439,uuid:34e0c27a-1edc-495b-ad88-ca2249fa749c,uuid:96fe8276-4182-4e35-a933-ea004696fe69,uuid:96fe8276-4182-4e35-a933-ea004696fe69,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
440,uuid:350b0b2c-f35e-48ce-b2d3-d04757806308,uuid:2c158f42-9388-4499-b134-d6e3f3ad6e36,uuid:2c158f42-9388-4499-b134-d6e3f3ad6e36,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
441,uuid:3532290e-5c15-46dc-9139-a652995f91a5,uuid:dfb8b1cc-9d00-4f21-9348-0e35fcca2ef5,uuid:dfb8b1cc-9d00-4f21-9348-0e35fcca2ef5,1,st,"",2,0,"","",ML_FH_Household_Full_G2
442,uuid:35685d6e-0ce9-456b-bea5-0b87a1d477b4,uuid:b5012419-ae29-45ec-b7cc-d1b1e5be4d78,uuid:b5012419-ae29-45ec-b7cc-d1b1e5be4d78,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
443,uuid:35be523e-4a5d-4e09-bb48-4120870d1b69,uuid:c8c61b0b-1bfd-4d50-a794-b3be36cd9a5d,uuid:c8c61b0b-1bfd-4d50-a794-b3be36cd9a5d,1,st,"",1,1,2.9000000000,2,ML_FH_Household_Full_G2
444,uuid:35c7a424-11a6-4058-a8f8-bc9f9444bc17,uuid:e391bd6b-8a8e-4f39-a2c6-df1b52ad6cf4,uuid:e391bd6b-8a8e-4f39-a2c6-df1b52ad6cf4,1,st,"",1,0,"","",ML_FH_Household_Full_G2
445,uuid:3620ebc6-4745-4a7c-a47d-f97fe53ab7c3,uuid:71900098-e22e-4d2f-afa7-b42e7ea5c43c,uuid:71900098-e22e-4d2f-afa7-b42e7ea5c43c,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
446,uuid:364482bf-930b-4fca-98c7-3f7b66ee1eae,uuid:7329e33a-476d-448f-86d7-94645d277f56,uuid:7329e33a-476d-448f-86d7-94645d277f56,2,nd,"",2,1,2.5000000000,2,ML_FH_Household_Full_G2
447,uuid:3697feb7-54ea-4136-af84-671c8f1b659d,uuid:51c8b18f-0cd1-48be-baa4-9e005a6fe3d5,uuid:51c8b18f-0cd1-48be-baa4-9e005a6fe3d5,1,st,"",2,1,2.5000000000,2,ML_FH_Household_Full_G2
448,uuid:36c23475-c20a-49e7-a69c-5a315b450c2d,uuid:e24cf980-311c-4656-94b8-967a911cf270,uuid:e24cf980-311c-4656-94b8-967a911cf270,1,st,"",1,0,"","",ML_FH_Household_Full_G2
449,uuid:36d048ad-ab96-4c27-9b31-81d2f9ce598c,uuid:0841c46b-816c-4830-9be6-f05d203fd62a,uuid:0841c46b-816c-4830-9be6-f05d203fd62a,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
450,uuid:36f0b7fd-44e8-4279-bdee-58d2d546b57f,uuid:8998e6f6-6e20-42fe-9ec2-dd8d0008e33d,uuid:8998e6f6-6e20-42fe-9ec2-dd8d0008e33d,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
451,uuid:371b21f4-6122-4236-a87b-55b047407fb8,uuid:e02aad3a-306a-4fec-826a-4a2e682800bd,uuid:e02aad3a-306a-4fec-826a-4a2e682800bd,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
452,uuid:3744808e-f15b-4f23-965a-5e181cb518bd,uuid:15468e10-7a25-4475-8898-f71ae4d5de01,uuid:15468e10-7a25-4475-8898-f71ae4d5de01,1,st,"",2,1,3.4000000000,2,ML_FH_Household_Full_G2
453,uuid:37662254-f18a-4abd-a73a-c64267818638,uuid:2554a096-661e-4f13-a7c8-a378323b67fb,uuid:2554a096-661e-4f13-a7c8-a378323b67fb,1,st,"",2,0,"","",ML_FH_Household_Full_G2
454,uuid:37b2cfb8-7314-4d0b-8bcb-feb57549f4ef,uuid:5ada236f-167a-4824-a70a-5ea1c2928651,uuid:5ada236f-167a-4824-a70a-5ea1c2928651,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
455,uuid:37f64547-51a3-4965-ae1a-4548f128b309,uuid:38fb69f2-8356-4a94-9396-4d653e3a3ce9,uuid:38fb69f2-8356-4a94-9396-4d653e3a3ce9,1,st,"",2,1,3.8900000000,2,ML_FH_Household_Full_G2
456,uuid:3812dd66-1468-4b1c-b61b-bc724057d51e,uuid:730b6685-88e6-4c60-a2b3-030ffe934397,uuid:730b6685-88e6-4c60-a2b3-030ffe934397,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
457,uuid:3876c603-3cd5-4b8a-9da1-155754cbe9d5,uuid:784c44b4-4c83-4e03-82ad-9ac57bb16fb6,uuid:784c44b4-4c83-4e03-82ad-9ac57bb16fb6,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
458,uuid:38b82f6d-c620-4193-aa13-5681122f655b,uuid:a58e5ca4-2226-41ec-a099-17be7abc18e0,uuid:a58e5ca4-2226-41ec-a099-17be7abc18e0,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
459,uuid:38b8fd36-cd81-40fa-8ba5-3f4c51053d68,uuid:25b2deca-43bc-46fa-b6a1-f079c42c54fb,uuid:25b2deca-43bc-46fa-b6a1-f079c42c54fb,1,st,"",1,0,"","",ML_FH_Household_Full_G2
460,uuid:38ea131f-00ac-41a2-a08c-053f17e6ffb0,uuid:c3a5a6be-ccf8-48c7-8cc2-ca890cd1a780,uuid:c3a5a6be-ccf8-48c7-8cc2-ca890cd1a780,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
461,uuid:391bf3c9-7a6f-40e3-8e6e-49077cd7b161,uuid:83d92424-3780-4218-9339-3adb4db19114,uuid:83d92424-3780-4218-9339-3adb4db19114,1,st,"",2,1,3.1000000000,2,ML_FH_Household_Full_G2
462,uuid:392d365b-0135-4ee3-949e-b06ce5881ecd,uuid:2b37d9a7-8742-4cc6-807d-47165226ad57,uuid:2b37d9a7-8742-4cc6-807d-47165226ad57,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
463,uuid:395977a3-791a-456f-a87c-1ed22d4d32a3,uuid:533cf9bd-05ff-40f9-b175-50b6bc41e901,uuid:533cf9bd-05ff-40f9-b175-50b6bc41e901,1,st,"",2,1,3.5000000000,1,ML_FH_Household_Full_G2
464,uuid:39c93c86-fc99-4050-9213-7fcad8ddbeed,uuid:b029853c-686e-4e77-8eb1-f013eef37901,uuid:b029853c-686e-4e77-8eb1-f013eef37901,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
465,uuid:3a14a56e-224d-4fd1-aecb-b0d140556a76,uuid:bef99b22-703b-4eb4-886e-6970d7ab8b2f,uuid:bef99b22-703b-4eb4-886e-6970d7ab8b2f,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
466,uuid:3a28c223-f97c-40b0-a251-c7652288b31e,uuid:c80d77c5-4bc3-4f91-a157-b8dc410c373e,uuid:c80d77c5-4bc3-4f91-a157-b8dc410c373e,1,st,"",2,0,"","",ML_FH_Household_Full_G2
467,uuid:3a68bbf9-0d14-4eca-b7a7-99f0e1f53448,uuid:58f2409c-4b84-4449-a2a3-47695b6fdd8f,uuid:58f2409c-4b84-4449-a2a3-47695b6fdd8f,1,st,"",1,1,2.8000000000,2,ML_FH_Household_Full_G2
468,uuid:3aa940a3-01ad-49ee-994c-80dd967cedf1,uuid:074c06b3-2cd4-4ea3-8333-079099221ea6,uuid:074c06b3-2cd4-4ea3-8333-079099221ea6,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
469,uuid:3acb0358-7edb-485d-8305-184a3ba2feb4,uuid:abbb88fe-40e2-472c-b71e-8f5b09d92680,uuid:abbb88fe-40e2-472c-b71e-8f5b09d92680,1,st,"",2,0,"","",ML_FH_Household_Full_G2
470,uuid:3af893c7-1cd3-40aa-a8b1-c23033666018,uuid:54f546c8-f40f-4a34-9b17-3305926b22c9,uuid:54f546c8-f40f-4a34-9b17-3305926b22c9,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
471,uuid:3b16c586-702c-4335-a88b-d96103a2e9ab,uuid:30a2937d-1cac-48bb-9304-46b29dbf906a,uuid:30a2937d-1cac-48bb-9304-46b29dbf906a,1,st,"",2,0,"","",ML_FH_Household_Full_G2
472,uuid:3b2cbf9c-4a65-427d-bd7d-f4a54fbe127e,uuid:a997d6ec-45c3-4b16-be6b-fb2b2de7da2e,uuid:a997d6ec-45c3-4b16-be6b-fb2b2de7da2e,1,st,"",2,0,"","",ML_FH_Household_Full_G2
473,uuid:3b3abc1b-6394-4290-9991-e26f936a6fca,uuid:1d6849f8-11bc-4ee8-b283-614e5b17c691,uuid:1d6849f8-11bc-4ee8-b283-614e5b17c691,1,st,"",2,0,"","",ML_FH_Household_Full_G2
474,uuid:3b6591b7-59f1-4cce-9966-e2f680078254,uuid:26742c95-9a81-4c3b-b632-fd68dfd06250,uuid:26742c95-9a81-4c3b-b632-fd68dfd06250,1,st,"",1,0,"","",ML_FH_Household_Full_G2
475,uuid:3b8452b9-f005-4448-81b1-67eedd607968,uuid:0d9433d2-0515-4bb5-8cee-d5983702ff87,uuid:0d9433d2-0515-4bb5-8cee-d5983702ff87,1,st,"",1,1,4.0000000000,2,ML_FH_Household_Full_G2
476,uuid:3bc2bc90-05f2-4af3-804b-cbfae1d87956,uuid:f1e9e1c5-ef85-452b-a7fa-a4d0fb5b4d3a,uuid:f1e9e1c5-ef85-452b-a7fa-a4d0fb5b4d3a,1,st,"",1,1,2.8000000000,2,ML_FH_Household_Full_G2
477,uuid:3bcefd56-56ec-4b48-8e1c-b2565c1062b1,uuid:55d0e6ad-8785-41f6-823d-0f360a2054d3,uuid:55d0e6ad-8785-41f6-823d-0f360a2054d3,1,st,"",2,1,1.9500000000,2,ML_FH_Household_Full_G2
478,uuid:3bd77c3a-9e95-4165-b164-542be13ffb3f,uuid:fc50c287-703c-4a5a-8aa1-ced5c61c176c,uuid:fc50c287-703c-4a5a-8aa1-ced5c61c176c,1,st,"",1,1,4.2000000000,2,ML_FH_Household_Full_G2
479,uuid:3be61483-5607-4fbb-b271-42b812394ffc,uuid:420622ad-b42c-4ac8-9c81-bacfc126ef7a,uuid:420622ad-b42c-4ac8-9c81-bacfc126ef7a,1,st,"",2,0,"","",ML_FH_Household_Full_G2
480,uuid:3c318e33-ede6-48c2-99d8-7370c8d3468f,uuid:97c607c8-75e9-4377-9f8d-ab04d4a09664,uuid:97c607c8-75e9-4377-9f8d-ab04d4a09664,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
481,uuid:3c5341b3-ed14-431f-9b3e-b441ffc4529d,uuid:becff3c8-33f3-4ea5-a590-eef6e2e6a850,uuid:becff3c8-33f3-4ea5-a590-eef6e2e6a850,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
482,uuid:3c6b2ef6-e3fb-40c1-b034-183cdef4dd5c,uuid:ac883b6a-a06a-47b6-9454-b5eda6f35a96,uuid:ac883b6a-a06a-47b6-9454-b5eda6f35a96,1,st,"",1,0,"","",ML_FH_Household_Full_G2
483,uuid:3c702225-a127-4de9-a0e2-7c8c7e4a5dd0,uuid:d007fa73-da51-46c2-a42f-796a47b910f9,uuid:d007fa73-da51-46c2-a42f-796a47b910f9,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
484,uuid:3c7d5b0f-12c9-4b0e-8e4a-9c6e38fa7f21,uuid:bdc626ba-994f-43da-84d3-43d4bc108e98,uuid:bdc626ba-994f-43da-84d3-43d4bc108e98,1,st,"",2,1,3.2000000000,2,ML_FH_Household_Full_G2
485,uuid:3c83c570-c1a2-4391-9494-70977ccef647,uuid:0e8364db-03a1-4e16-994b-1ad868c14cd1,uuid:0e8364db-03a1-4e16-994b-1ad868c14cd1,1,st,"",1,0,"","",ML_FH_Household_Full_G2
486,uuid:3cc5da40-6cd6-4c5c-9b93-6b88f6a8dcf5,uuid:40a8ed46-0c75-4d6a-b387-4df3ba3f494b,uuid:40a8ed46-0c75-4d6a-b387-4df3ba3f494b,1,st,"",1,0,"","",ML_FH_Household_Full_G2
487,uuid:3cd66a5a-7f89-4a39-9275-48ca71850647,uuid:7ff2293a-aa93-40c3-8821-530fcefe5b84,uuid:7ff2293a-aa93-40c3-8821-530fcefe5b84,1,st,"",2,1,2.5000000000,2,ML_FH_Household_Full_G2
488,uuid:3cde624a-8aa6-4f62-be90-7a137a6e5fe4,uuid:5b193a9f-008e-4633-83c6-ceea328e25ce,uuid:5b193a9f-008e-4633-83c6-ceea328e25ce,1,st,"",1,0,"","",ML_FH_Household_Full_G2
489,uuid:3ceafbc3-8c16-4427-b849-2ea8658fc2e6,uuid:95fe81ba-8f6b-40d2-a527-78d068da94fb,uuid:95fe81ba-8f6b-40d2-a527-78d068da94fb,1,st,"",2,0,"","",ML_FH_Household_Full_G2
490,uuid:3d1759dd-0706-42be-baab-fb7659bf8487,uuid:002d2eff-46f7-4921-918c-9b2c022e5b2e,uuid:002d2eff-46f7-4921-918c-9b2c022e5b2e,1,st,"",2,1,2.6000000000,2,ML_FH_Household_Full_G2
491,uuid:3d278526-2061-4e09-a5c6-cd3090b84611,uuid:98079100-8731-46a4-a803-997a32656899,uuid:98079100-8731-46a4-a803-997a32656899,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
492,uuid:3d2c146d-6964-43be-b843-f1156042cebb,uuid:0acf3fe5-9a17-40fe-b598-33f79f397fe0,uuid:0acf3fe5-9a17-40fe-b598-33f79f397fe0,1,st,"",1,0,"","",ML_FH_Household_Full_G2
493,uuid:3d41d650-f55a-40db-809d-18c6a84c8f4f,uuid:f94844d9-5819-4515-8dae-33ffb6c6b8c7,uuid:f94844d9-5819-4515-8dae-33ffb6c6b8c7,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G2
494,uuid:3d6d0a14-3b7e-4c07-9a1c-d9ff44e20c5e,uuid:f1c60265-0139-4e4d-88c7-30da19ea0538,uuid:f1c60265-0139-4e4d-88c7-30da19ea0538,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
495,uuid:3d77af3c-22ba-4507-b6bb-f36b3483203e,uuid:9ba19a2b-b946-4672-b5d6-9624f93b4e19,uuid:9ba19a2b-b946-4672-b5d6-9624f93b4e19,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
496,uuid:3dd537bd-2fde-496a-b746-5ef560c9d067,uuid:9903da68-1162-4bbd-94ed-77b3cd4600a8,uuid:9903da68-1162-4bbd-94ed-77b3cd4600a8,1,st,"",1,0,"","",ML_FH_Household_Full_G2
497,uuid:3dfcc599-922a-442a-830d-3d02a345686b,uuid:7d69bc62-818f-497a-982b-0e499daba21e,uuid:7d69bc62-818f-497a-982b-0e499daba21e,1,st,"",2,1,3.4000000000,2,ML_FH_Household_Full_G2
498,uuid:3e061fbb-bf86-478d-9781-6c26e4c8b545,uuid:7c6f5a31-d52d-47cf-9a6a-3f25ac44e1b9,uuid:7c6f5a31-d52d-47cf-9a6a-3f25ac44e1b9,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
499,uuid:3e2b81c1-d3bd-45ad-9a13-53d1adc85b96,uuid:4f56e75d-dc68-4d55-a2ce-3d04002e7cd6,uuid:4f56e75d-dc68-4d55-a2ce-3d04002e7cd6,1,st,"",2,1,2.1000000000,2,ML_FH_Household_Full_G2
500,uuid:3e2f3d17-bd02-4914-a4de-65dd50557468,uuid:3861b4c0-e8ad-4299-ba9c-129da06dc28c,uuid:3861b4c0-e8ad-4299-ba9c-129da06dc28c,1,st,"",1,0,"","",ML_FH_Household_Full_G2
501,uuid:3eab67f5-4d56-4d3c-beaa-77c440c85b0f,uuid:9051a9c5-7ffb-4ce0-b798-7e3f99f06383,uuid:9051a9c5-7ffb-4ce0-b798-7e3f99f06383,1,st,"",2,1,2.5000000000,2,ML_FH_Household_Full_G2
502,uuid:3eb8d9b3-053e-4faa-8488-9cc14682aed5,uuid:c04b9152-1393-4349-8a7f-fe0255ab0343,uuid:c04b9152-1393-4349-8a7f-fe0255ab0343,1,st,"",2,1,3.1000000000,2,ML_FH_Household_Full_G2
503,uuid:3f42fb67-620b-4dae-a863-8dd4cc9c9938,uuid:ee53bc55-fd6d-45bb-9178-6c6bacfa3395,uuid:ee53bc55-fd6d-45bb-9178-6c6bacfa3395,1,st,"",1,1,2.0000000000,2,ML_FH_Household_Full_G2
504,uuid:3f830d1b-a1c7-4789-a073-57b4cf22091b,uuid:09ab0665-a765-4f30-b7d1-d0ebee584cd4,uuid:09ab0665-a765-4f30-b7d1-d0ebee584cd4,1,st,"",2,0,"","",ML_FH_Household_Full_G2
505,uuid:40028a79-2c16-4fc2-bf44-a66294df54a7,uuid:2fcd6547-bab3-4030-9648-e5dbfd1f18ea,uuid:2fcd6547-bab3-4030-9648-e5dbfd1f18ea,1,st,"",1,1,3.9000000000,2,ML_FH_Household_Full_G2
506,uuid:407b0f82-7d14-4cbf-8de1-ac962d65f422,uuid:50116d94-0680-4ad8-bb6c-59ed5f15300d,uuid:50116d94-0680-4ad8-bb6c-59ed5f15300d,1,st,"",2,1,3.5000000000,2,ML_FH_Household_Full_G2
507,uuid:40d540cd-b0bc-40cc-9a18-99b0028339a6,uuid:5c757dc4-6fa7-41b8-9665-089738698e0d,uuid:5c757dc4-6fa7-41b8-9665-089738698e0d,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
508,uuid:40d5bc76-0466-4e1f-b769-50c00224bbe9,uuid:0cfb2382-6c73-42c6-9a85-11a9fee5fca6,uuid:0cfb2382-6c73-42c6-9a85-11a9fee5fca6,1,st,"",1,0,"","",ML_FH_Household_Full_G2
509,uuid:40e10af0-c283-4fe9-9bc8-48d30be51147,uuid:088ab276-f00d-44e4-99ad-5cad83c14f9c,uuid:088ab276-f00d-44e4-99ad-5cad83c14f9c,1,st,"",2,1,3.1000000000,2,ML_FH_Household_Full_G2
510,uuid:40ee3157-87a5-475f-a51f-0a1cb26ee440,uuid:70c19d20-882f-4065-a007-f268623eef6a,uuid:70c19d20-882f-4065-a007-f268623eef6a,1,st,"",2,0,"","",ML_FH_Household_Full_G2
511,uuid:40f86f34-bb02-4833-b075-96a7baf6c82d,uuid:03dce67a-5961-4721-9876-a82f1d24cd2f,uuid:03dce67a-5961-4721-9876-a82f1d24cd2f,1,st,"",2,1,3.3000000000,2,ML_FH_Household_Full_G2
512,uuid:413894a0-76dd-4c90-b011-7a6cacfb3f0e,uuid:aba8b6b0-9e44-4030-b753-e983e1565886,uuid:aba8b6b0-9e44-4030-b753-e983e1565886,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
513,uuid:413bb75c-a0ea-47ff-854a-122ad72e6110,uuid:a9f97bac-b75a-4225-a94a-c5574abce2b9,uuid:a9f97bac-b75a-4225-a94a-c5574abce2b9,1,st,"",1,1,3.7500000000,2,ML_FH_Household_Full_G2
514,uuid:4151ac87-9198-47d2-a2dc-ebbc82811653,uuid:e9238e26-4c69-42e3-ae9e-8b2079a291cd,uuid:e9238e26-4c69-42e3-ae9e-8b2079a291cd,1,st,"",1,1,2.9000000000,2,ML_FH_Household_Full_G2
515,uuid:41d1f2a2-7f31-4b49-8365-e54af63f590a,uuid:91a9c98b-5746-4296-8b96-4b863fdc25c1,uuid:91a9c98b-5746-4296-8b96-4b863fdc25c1,1,st,"",1,0,"","",ML_FH_Household_Full_G2
516,uuid:4202d050-2b40-4531-9bc0-9212f684c2ff,uuid:942a796f-b098-4e43-a06e-140cbbeca9aa,uuid:942a796f-b098-4e43-a06e-140cbbeca9aa,1,st,"",1,1,2.7500000000,2,ML_FH_Household_Full_G2
517,uuid:4246b3ce-7b1b-4cb6-b1e4-5229e6c453e5,uuid:84e81ce7-2ec4-49e6-8b80-30cf78fb662d,uuid:84e81ce7-2ec4-49e6-8b80-30cf78fb662d,1,st,"",2,1,3.0000000000,1,ML_FH_Household_Full_G2
518,uuid:4263352f-b54e-4c40-8593-e7abac0fadf0,uuid:64a9a599-c177-449d-863a-ac372da5b609,uuid:64a9a599-c177-449d-863a-ac372da5b609,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
519,uuid:42811531-7837-4cab-95e9-31d9723e21d6,uuid:6e403da2-e266-46f9-bc95-d03d8647db90,uuid:6e403da2-e266-46f9-bc95-d03d8647db90,1,st,"",1,1,4.5000000000,2,ML_FH_Household_Full_G2
520,uuid:42a94a0c-f5a5-4a3a-ae0c-35fc93060846,uuid:d9896b24-2879-4de9-828b-72275f577e65,uuid:d9896b24-2879-4de9-828b-72275f577e65,1,st,"",1,0,"","",ML_FH_Household_Full_G2
521,uuid:42cb79a8-24a5-49b6-b796-c6c75c873fc9,uuid:b4149e42-73c0-4be2-aaee-7199d5607c20,uuid:b4149e42-73c0-4be2-aaee-7199d5607c20,2,nd,"",1,1,2.5000000000,1,ML_FH_Household_Full_G2
522,uuid:4301c1ec-3858-4487-a50a-d0ce882b9a0f,uuid:0302d9e9-d896-41dd-8376-91a682960320,uuid:0302d9e9-d896-41dd-8376-91a682960320,1,st,"",2,1,3.5000000000,2,ML_FH_Household_Full_G2
523,uuid:4369c19b-abdd-4bf5-8c41-932f8da95d1f,uuid:4418d75b-310e-4666-a9b9-29ee329ec6fe,uuid:4418d75b-310e-4666-a9b9-29ee329ec6fe,1,st,"",2,0,"","",ML_FH_Household_Full_G2
524,uuid:4372d044-604a-4a19-b129-8cdd4d0ef81c,uuid:239c9b18-9323-4a61-864a-a6ac6abe431a,uuid:239c9b18-9323-4a61-864a-a6ac6abe431a,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
525,uuid:43753482-7f0b-4534-be38-631e6a7c54d7,uuid:028c0c15-0301-4563-b8a6-f4318aa00cc3,uuid:028c0c15-0301-4563-b8a6-f4318aa00cc3,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
526,uuid:43829fa4-ec92-4f0c-9746-0cf81a0488fc,uuid:b73e5c80-0709-4ee9-9d34-72b90a66884d,uuid:b73e5c80-0709-4ee9-9d34-72b90a66884d,1,st,"",2,0,"","",ML_FH_Household_Full_G2
527,uuid:43c3c74f-7f5f-412d-a9d0-2814fe5e47ed,uuid:372fb87c-f3bc-440e-8950-6acacca14822,uuid:372fb87c-f3bc-440e-8950-6acacca14822,1,st,"",2,1,2.6000000000,2,ML_FH_Household_Full_G2
528,uuid:43d7be1b-85be-498c-b0bf-f174787d1cf3,uuid:efcfae64-c7f2-4208-97fd-59445ddf3130,uuid:efcfae64-c7f2-4208-97fd-59445ddf3130,1,st,"",2,1,3.5000000000,2,ML_FH_Household_Full_G2
