id,_URI,instanceID,_PARENT_AURI,fh_1345_rr_c,fh_1345_rr_nc,fh_1345_rr_n,fh_13_45,fh_13_46,fh_13_47,fh_13_47_1n,rta_form_id
1221,uuid:be24d266-cbf9-4c51-a122-2f7c6be9c3f9,uuid:ede4ea60-f076-4bf0-b12e-ccc7b6b95da7,uuid:ede4ea60-f076-4bf0-b12e-ccc7b6b95da7,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
1222,uuid:be60582e-4185-47f6-b5d9-c7394012e62a,uuid:5fdbfada-7aa4-466d-a9c2-4a67fae45d8f,uuid:5fdbfada-7aa4-466d-a9c2-4a67fae45d8f,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1223,uuid:be71bb72-6677-4b7d-8867-0ace7e9f8be6,uuid:17fd063d-2b84-46dc-8c14-772cce3d9416,uuid:17fd063d-2b84-46dc-8c14-772cce3d9416,2,nd,"",2,0,"","",ML_FH_Household_Full_G2
1224,uuid:be74f333-3bee-45d2-93fa-81b852fba827,uuid:cb45aaba-7015-45d7-9aba-12bee4e3f1c8,uuid:cb45aaba-7015-45d7-9aba-12bee4e3f1c8,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
1225,uuid:bed59be0-90a4-49e8-953b-c183d3525374,uuid:89387e57-2fb0-4c8c-bc6f-6109b3a54c48,uuid:89387e57-2fb0-4c8c-bc6f-6109b3a54c48,1,st,"",2,1,3.2000000000,2,ML_FH_Household_Full_G2
1226,uuid:bf0b804a-9620-41ff-94da-8fb9ca055b00,uuid:fa743f88-f06a-4840-b88f-c14c3776f8e2,uuid:fa743f88-f06a-4840-b88f-c14c3776f8e2,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
1227,uuid:bf55d180-3257-492a-9c9e-91dcf749c66c,uuid:eac12af4-9afd-491a-9bca-af15696912d7,uuid:eac12af4-9afd-491a-9bca-af15696912d7,1,st,"",2,1,2.7000000000,2,ML_FH_Household_Full_G2
1228,uuid:bf9274e9-bc0c-48c7-87d2-f54a30d444a3,uuid:46a686d9-7dc0-4e44-8056-fffa70591d04,uuid:46a686d9-7dc0-4e44-8056-fffa70591d04,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1229,uuid:bfd59f62-2ddc-4fa9-8f5a-bbbc408188ad,uuid:79576b70-8ddc-44db-9c35-93dd2c323769,uuid:79576b70-8ddc-44db-9c35-93dd2c323769,1,st,"",1,1,2.8000000000,2,ML_FH_Household_Full_G2
1230,uuid:bfe3387b-a5d4-4068-8839-6dbb219d4ff9,uuid:7846154c-9e1b-453e-8c77-aab6f782c0e5,uuid:7846154c-9e1b-453e-8c77-aab6f782c0e5,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
1231,uuid:c0273979-7952-4d55-985e-1a09e918ffc9,uuid:edb24319-8e0e-427a-a305-429382a75512,uuid:edb24319-8e0e-427a-a305-429382a75512,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1232,uuid:c02e72ed-670f-4621-b5cd-dade1d52d37e,uuid:dcba1e8d-172b-4342-8f69-4acbbf7c66f5,uuid:dcba1e8d-172b-4342-8f69-4acbbf7c66f5,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
1233,uuid:c03691d7-1a68-422f-9bf7-a6fa4c44aa7d,uuid:0e873bb4-b217-4306-a716-61a64b643837,uuid:0e873bb4-b217-4306-a716-61a64b643837,1,st,"",2,1,3.9000000000,2,ML_FH_Household_Full_G2
1234,uuid:c066a647-6750-410b-a65c-ac3869f6c413,uuid:03782e34-4404-42ab-9ff7-47f27b647003,uuid:03782e34-4404-42ab-9ff7-47f27b647003,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
1235,uuid:c0fa55a5-5a66-4915-a97c-ccf8546a547f,uuid:17fd063d-2b84-46dc-8c14-772cce3d9416,uuid:17fd063d-2b84-46dc-8c14-772cce3d9416,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1236,uuid:c10f17f4-33ad-4ac2-a145-681caec845ad,uuid:708cfbcd-75d4-4922-ad56-29b64b270cb1,uuid:708cfbcd-75d4-4922-ad56-29b64b270cb1,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1237,uuid:c1167c9b-015a-4539-b645-290266376c3e,uuid:82d37225-940d-48d8-a6c9-df770094d552,uuid:82d37225-940d-48d8-a6c9-df770094d552,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G2
1238,uuid:c11c85ba-8b3a-4fd8-85ff-c1a27b1b4671,uuid:6523ac5e-e690-42e9-ab8e-53304b2a24d6,uuid:6523ac5e-e690-42e9-ab8e-53304b2a24d6,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1239,uuid:c1201778-2412-4d7d-ada1-d09123c985be,uuid:04440d91-5ae9-45e3-9370-710685f816f0,uuid:04440d91-5ae9-45e3-9370-710685f816f0,1,st,"",2,1,3.2000000000,2,ML_FH_Household_Full_G2
1240,uuid:c12d52e3-eede-4965-987e-b3e8d7baea5e,uuid:76d84f3d-9fce-4780-8d13-f6d11ac99b9f,uuid:76d84f3d-9fce-4780-8d13-f6d11ac99b9f,1,st,"",2,1,3.4000000000,2,ML_FH_Household_Full_G2
1241,uuid:c152e1cc-35f4-4577-bbc2-daa2e1319ed1,uuid:f4223add-2c43-477e-a506-8399e3084ed8,uuid:f4223add-2c43-477e-a506-8399e3084ed8,1,st,"",1,1,3.3000000000,2,ML_FH_Household_Full_G2
1242,uuid:c164b34f-8015-44bf-9651-9c55c7e362fb,uuid:a803fa92-661d-4bc4-beea-97d82c81a000,uuid:a803fa92-661d-4bc4-beea-97d82c81a000,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1243,uuid:c1866e0e-e1a5-44a3-8d6d-6ea8cc9ead94,uuid:26a120e9-0874-47db-848e-fb5ef69f4dba,uuid:26a120e9-0874-47db-848e-fb5ef69f4dba,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
1244,uuid:c19df068-688c-4626-b108-26d13e293d35,uuid:164a9193-580e-4555-bf66-e95c23106346,uuid:164a9193-580e-4555-bf66-e95c23106346,1,st,"",1,1,3.8000000000,2,ML_FH_Household_Full_G2
1245,uuid:c1ce40d7-0fb9-40e3-959b-83c0c40354bb,uuid:77965186-3d43-43a6-8584-3a95bb918de8,uuid:77965186-3d43-43a6-8584-3a95bb918de8,1,st,"",2,1,3.5000000000,2,ML_FH_Household_Full_G2
1246,uuid:c1e14a51-a014-478d-a836-c8bca25146fa,uuid:dc53be8f-cfaf-408e-82e9-5a7c18434807,uuid:dc53be8f-cfaf-408e-82e9-5a7c18434807,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1247,uuid:c20b9bdf-2eca-44bd-bbdf-c946c5065a17,uuid:d1f83491-00b7-43d8-9005-29697b500764,uuid:d1f83491-00b7-43d8-9005-29697b500764,1,st,"",1,1,3.3000000000,2,ML_FH_Household_Full_G2
1248,uuid:c2980dd6-baf0-4093-be6e-b79419dafdd5,uuid:b07499ff-495b-43a9-ac21-8bc78a820a53,uuid:b07499ff-495b-43a9-ac21-8bc78a820a53,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
1249,uuid:c29c0ea5-a573-42ec-8d26-963f95c4378c,uuid:387f06f2-7fa4-4169-8866-8fc5274a5673,uuid:387f06f2-7fa4-4169-8866-8fc5274a5673,1,st,"",1,1,2.5000000000,2,ML_FH_Household_Full_G2
1250,uuid:c29eedcc-b011-45e3-9532-25585facf6cc,uuid:a97b5713-3a78-496f-a290-857e5db2bec5,uuid:a97b5713-3a78-496f-a290-857e5db2bec5,1,st,"",2,1,9998.0000000000,2,ML_FH_Household_Full_G2
1251,uuid:c2a51965-84cb-4f56-9b8f-8ea2468faf4d,uuid:b9955e09-9275-48ea-835c-8002749dd81c,uuid:b9955e09-9275-48ea-835c-8002749dd81c,1,st,"",2,1,3.1000000000,2,ML_FH_Household_Full_G2
1252,uuid:c2cd18f1-6e1c-457e-9b83-30263c3f51e3,uuid:4d3975d4-ba76-4297-add3-9e91b5348bc9,uuid:4d3975d4-ba76-4297-add3-9e91b5348bc9,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1253,uuid:c3123485-fbc1-47c3-a614-6bdab5249378,uuid:2e589655-8332-425e-a9a2-6d503e24d9aa,uuid:2e589655-8332-425e-a9a2-6d503e24d9aa,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
1254,uuid:c334161b-2705-43c2-b22b-8dc746bf0505,uuid:971e369e-3f3c-4a85-8436-a17d277fd560,uuid:971e369e-3f3c-4a85-8436-a17d277fd560,1,st,"",2,1,2.9000000000,2,ML_FH_Household_Full_G2
1255,uuid:c362ae2b-b0b7-411e-a8b7-784ad982ee7c,uuid:21cf144f-3e48-454f-b7b2-e4ec8d2686dc,uuid:21cf144f-3e48-454f-b7b2-e4ec8d2686dc,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1256,uuid:c37ec46b-a7f7-43c0-9a36-4a4c9373dec6,uuid:646d87c7-8b4d-4cbb-b578-4609187394a2,uuid:646d87c7-8b4d-4cbb-b578-4609187394a2,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
1257,uuid:c38d915b-43c7-42bd-8603-0b1373cfe4c2,uuid:395ae792-9bb7-4f5b-847c-495ebc1772ee,uuid:395ae792-9bb7-4f5b-847c-495ebc1772ee,1,st,"",2,1,3.8000000000,2,ML_FH_Household_Full_G2
1258,uuid:c394db45-caca-4fbe-9d96-b3c29f8b03a4,uuid:793690d0-323c-4b45-b743-a7a01159c7aa,uuid:793690d0-323c-4b45-b743-a7a01159c7aa,1,st,"",2,1,2.5000000000,2,ML_FH_Household_Full_G2
1259,uuid:c39d88a4-2a0f-41b5-ada6-aeffab4e6bc3,uuid:67294f28-5570-4de9-bf3d-0bfd7f95d6ff,uuid:67294f28-5570-4de9-bf3d-0bfd7f95d6ff,1,st,"",1,1,3.7000000000,2,ML_FH_Household_Full_G2
1260,uuid:c4041121-d314-4449-8c4c-1780274de022,uuid:95487547-5430-4771-932c-7e3304d2d5ed,uuid:95487547-5430-4771-932c-7e3304d2d5ed,1,st,"",2,1,3.6000000000,2,ML_FH_Household_Full_G2
1261,uuid:c41e5ccf-2f40-4839-af80-3c53807a6dfc,uuid:ca4a1f00-08c0-4668-8952-43ab18ae48cc,uuid:ca4a1f00-08c0-4668-8952-43ab18ae48cc,2,nd,"",1,1,2.1000000000,2,ML_FH_Household_Full_G2
1262,uuid:c45638cb-4e08-44dc-9863-e5932e824b32,uuid:97d04fab-2ed2-4f30-a5ae-40f13800d600,uuid:97d04fab-2ed2-4f30-a5ae-40f13800d600,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
1263,uuid:c48b7d90-dc54-4747-bdd0-9d86a0685d4c,uuid:5279f7cd-5fcc-47c5-88d8-a3a56c7ea9a3,uuid:5279f7cd-5fcc-47c5-88d8-a3a56c7ea9a3,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1264,uuid:c4a34b45-61d2-4a74-b4ca-0d06f2922475,uuid:7c8979ee-997f-41e6-b89f-a1272d3e7e22,uuid:7c8979ee-997f-41e6-b89f-a1272d3e7e22,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1265,uuid:c4cfa996-c146-4374-ba68-e05a40757cd3,uuid:3686d961-554f-4480-9aac-b20d4810288b,uuid:3686d961-554f-4480-9aac-b20d4810288b,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
1266,uuid:c4e520ae-c594-4f25-897b-3e972ddd7897,uuid:3f698b8b-1c39-4330-ac30-48436b4a7a53,uuid:3f698b8b-1c39-4330-ac30-48436b4a7a53,1,st,"",1,1,4.0000000000,1,ML_FH_Household_Full_G2
1267,uuid:c4f1b9d8-e0f0-4bc4-bd8f-2c31f3ba4bd1,uuid:fcd9ae2c-bc38-4135-b891-c3f8b9936818,uuid:fcd9ae2c-bc38-4135-b891-c3f8b9936818,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1268,uuid:c4f39bfc-e7af-4b78-9e36-8481e455d9dc,uuid:d886ddeb-2062-4e9d-a48a-10557e227a72,uuid:d886ddeb-2062-4e9d-a48a-10557e227a72,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
1269,uuid:c57b7f11-7a93-4bab-bb96-08151e07ea7f,uuid:3ce7d574-70d4-4fae-ab4f-bf4bdf55732a,uuid:3ce7d574-70d4-4fae-ab4f-bf4bdf55732a,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1270,uuid:c62a0701-eb87-4199-80fc-53d6aa23a783,uuid:55e23c30-3202-4408-a26d-b199e7273c11,uuid:55e23c30-3202-4408-a26d-b199e7273c11,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
1271,uuid:c64c9890-57ae-4336-8ead-bc69acf2c306,uuid:a2987e2e-7160-420d-aa41-07427c7920c1,uuid:a2987e2e-7160-420d-aa41-07427c7920c1,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
1272,uuid:c6636fb0-0f60-4f2b-bed9-357ed536bf19,uuid:20bb894f-7d83-4659-9693-fb0348ec1a09,uuid:20bb894f-7d83-4659-9693-fb0348ec1a09,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1273,uuid:c6748540-9e6a-450e-9aa6-7e9c3a001d2f,uuid:3a2953c2-abe7-40ef-b960-fd2303a04b44,uuid:3a2953c2-abe7-40ef-b960-fd2303a04b44,1,st,"",1,1,3.1000000000,2,ML_FH_Household_Full_G2
1274,uuid:c6768426-2939-428a-9d77-1f5754d3de1a,uuid:58b2072c-42e4-4ce0-9286-800f8b76cd32,uuid:58b2072c-42e4-4ce0-9286-800f8b76cd32,1,st,"",1,1,2.4000000000,2,ML_FH_Household_Full_G2
1275,uuid:c67bc836-43a2-4fa8-9fcb-25211517230e,uuid:e8ae0493-e67e-49fb-86f1-53389906da83,uuid:e8ae0493-e67e-49fb-86f1-53389906da83,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1276,uuid:c694d1dc-c797-4792-8394-34de8c2bab07,uuid:7fc86d5c-f431-458a-a901-516cfca61087,uuid:7fc86d5c-f431-458a-a901-516cfca61087,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
1277,uuid:c6c81ce9-6cf7-4577-b7de-b4c45a536b76,uuid:d4846655-925f-410a-bc8a-6888e05303ec,uuid:d4846655-925f-410a-bc8a-6888e05303ec,1,st,"",2,1,0.0000000000,1,ML_FH_Household_Full_G2
1278,uuid:c6f92fb2-1d5a-46b5-8d88-a910bdadcd75,uuid:a34075f4-4112-4548-910d-f62114f95693,uuid:a34075f4-4112-4548-910d-f62114f95693,1,st,"",1,1,2.9000000000,2,ML_FH_Household_Full_G2
1279,uuid:c77119cf-7f75-42c4-b626-800c71d236ce,uuid:b4149e42-73c0-4be2-aaee-7199d5607c20,uuid:b4149e42-73c0-4be2-aaee-7199d5607c20,1,st,"",2,1,3.0000000000,1,ML_FH_Household_Full_G2
1280,uuid:c7acdc66-6f11-4375-9d70-6168f5643792,uuid:10df07b0-1468-435c-8fea-0cb31c7ed01d,uuid:10df07b0-1468-435c-8fea-0cb31c7ed01d,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
1281,uuid:c7afb568-44cf-4903-a312-67fb89950a26,uuid:4b1459f5-6b36-4909-b14e-850604f34aed,uuid:4b1459f5-6b36-4909-b14e-850604f34aed,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1282,uuid:c7baf3ed-c05a-428c-9fb3-431140837bc3,uuid:4469cd8f-a6f3-415e-9760-19502623dd2a,uuid:4469cd8f-a6f3-415e-9760-19502623dd2a,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1283,uuid:c7cce313-0cae-47ae-86d2-40a133e0f838,uuid:10b19c2b-2687-4fcb-abc8-0d73c51785e9,uuid:10b19c2b-2687-4fcb-abc8-0d73c51785e9,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1284,uuid:c8138dd9-3e77-4f6f-9afe-afaa5193331f,uuid:8fbfb853-164f-42c8-a5e7-0a0c92ac3dac,uuid:8fbfb853-164f-42c8-a5e7-0a0c92ac3dac,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1285,uuid:c821626a-aa4a-4f35-bcce-d7b636038959,uuid:ef3609b8-5965-4658-a15f-b37cd23b6b29,uuid:ef3609b8-5965-4658-a15f-b37cd23b6b29,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
1286,uuid:c82c72b0-5fbe-4218-b7de-ace7dd888df7,uuid:fa0d20b3-397f-4dc7-97b1-66041cfc52dd,uuid:fa0d20b3-397f-4dc7-97b1-66041cfc52dd,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
1287,uuid:c878f40c-bbaa-4b57-bec5-4c2d8f5b7a81,uuid:3812b314-c9a0-4932-a9ae-e797124edd2f,uuid:3812b314-c9a0-4932-a9ae-e797124edd2f,1,st,"",1,1,3.3000000000,2,ML_FH_Household_Full_G2
1288,uuid:c879e4a3-3ba8-4f77-9d12-58dfbe1acad1,uuid:46763a3f-bb00-4387-8419-b3ab7e32b4cc,uuid:46763a3f-bb00-4387-8419-b3ab7e32b4cc,1,st,"",2,1,3.7000000000,2,ML_FH_Household_Full_G2
1289,uuid:c88d7a52-734f-4b42-863d-a836fcc46a15,uuid:d0914b79-91ab-428a-811f-481ab828d972,uuid:d0914b79-91ab-428a-811f-481ab828d972,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
1290,uuid:c8ad2ce6-9ad1-47b1-b151-1c276b8222ac,uuid:6fe8eca7-cc48-491e-a450-88f9fb6b553b,uuid:6fe8eca7-cc48-491e-a450-88f9fb6b553b,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
1291,uuid:c8ade6b3-95fe-4fe8-bc85-9815354b48fa,uuid:428c2546-4073-4099-945e-69bbb83e4dbf,uuid:428c2546-4073-4099-945e-69bbb83e4dbf,1,st,"",2,1,2.5000000000,2,ML_FH_Household_Full_G2
1292,uuid:c8b3354f-03ef-4f02-946c-4c8af9143332,uuid:a9797044-7985-4a87-ac3a-b3765f6700e7,uuid:a9797044-7985-4a87-ac3a-b3765f6700e7,1,st,"",2,1,2.2000000000,2,ML_FH_Household_Full_G2
1293,uuid:c9004020-39e3-493a-8cc4-8dc1d7e58bce,uuid:334c9d11-0e81-4c91-b0fd-8b727f875d3f,uuid:334c9d11-0e81-4c91-b0fd-8b727f875d3f,1,st,"",1,1,2.6000000000,2,ML_FH_Household_Full_G2
1294,uuid:c90cd548-6f20-4ae3-935a-ea569542fec6,uuid:28848f09-d713-4d4a-95db-edd33d844651,uuid:28848f09-d713-4d4a-95db-edd33d844651,1,st,"",1,1,3.1000000000,2,ML_FH_Household_Full_G2
1295,uuid:c90cf00f-08e1-484f-86c8-4de903f28009,uuid:8fc68dae-44b6-4f7c-a8bb-23365ad11d49,uuid:8fc68dae-44b6-4f7c-a8bb-23365ad11d49,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
1296,uuid:c9207fb3-4a46-4a11-a672-555d077ad96a,uuid:98c7360f-6b5d-4daf-9b1b-d116e2c6993a,uuid:98c7360f-6b5d-4daf-9b1b-d116e2c6993a,1,st,"",1,1,3.1000000000,2,ML_FH_Household_Full_G2
1297,uuid:c9415cfa-b8df-432c-98cd-3d91cc96ac4d,uuid:e424b9f3-bf1a-41f8-8b0d-fe7984472129,uuid:e424b9f3-bf1a-41f8-8b0d-fe7984472129,1,st,"",1,1,2.5000000000,2,ML_FH_Household_Full_G2
1298,uuid:c99579f3-9abc-4128-b7fa-30d7b80a61b3,uuid:d0ec45eb-dabe-4f93-9448-ccff565b62e9,uuid:d0ec45eb-dabe-4f93-9448-ccff565b62e9,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
1299,uuid:c9cca624-ce9d-43f6-aed5-9d915428a092,uuid:e9ed597b-2f28-42f5-b4f1-4d0eb88ca9fe,uuid:e9ed597b-2f28-42f5-b4f1-4d0eb88ca9fe,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
1300,uuid:ca105fcc-7522-4089-b837-4d72515a56a6,uuid:450cf254-723c-4a4f-be58-7d9375170adf,uuid:450cf254-723c-4a4f-be58-7d9375170adf,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
1301,uuid:ca2f76f1-b8e2-4e0a-b092-eca5d7e7fdb7,uuid:2644a5f2-89df-4aa3-ac9b-31b8f3af85f1,uuid:2644a5f2-89df-4aa3-ac9b-31b8f3af85f1,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G2
1302,uuid:ca43a0d6-3ee0-488e-9c52-c70352bd3f4c,uuid:e0e5c7c5-d956-4d03-af73-443c5b00e03a,uuid:e0e5c7c5-d956-4d03-af73-443c5b00e03a,1,st,"",1,1,2.2000000000,2,ML_FH_Household_Full_G2
1303,uuid:ca5eb4a1-74a0-40cb-aa24-f98a2f111647,uuid:642d25f3-4b67-4c9f-a40e-bb2b3560ae73,uuid:642d25f3-4b67-4c9f-a40e-bb2b3560ae73,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1304,uuid:ca96b5f4-098a-43df-b26f-3ea4423228f6,uuid:f5fe4e2a-70c1-4485-a630-527f6a443e88,uuid:f5fe4e2a-70c1-4485-a630-527f6a443e88,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1305,uuid:cab8e033-4ad1-483c-aa95-dde80d252485,uuid:b13ebe4f-ed51-4350-9e48-2fb7335258ee,uuid:b13ebe4f-ed51-4350-9e48-2fb7335258ee,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G2
1306,uuid:cacb18b6-c937-45dc-8f7f-0894ad3bb0ad,uuid:c0a0da4f-5d0a-4276-9cc2-8d92937449c2,uuid:c0a0da4f-5d0a-4276-9cc2-8d92937449c2,1,st,"",2,1,2.9000000000,2,ML_FH_Household_Full_G2
1307,uuid:cad3e1ad-dab2-4f36-bc89-c887cde66335,uuid:331ff15e-9e1b-4545-b024-5aa41c6802ca,uuid:331ff15e-9e1b-4545-b024-5aa41c6802ca,1,st,"",1,1,2.9000000000,2,ML_FH_Household_Full_G2
1308,uuid:cb26475c-3e76-4a65-9c78-1a51b024ea71,uuid:7497cc71-ad41-4947-9944-e318029d6dbb,uuid:7497cc71-ad41-4947-9944-e318029d6dbb,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1309,uuid:cb4a60b6-ee88-4416-84b7-5075deaf8fd5,uuid:756a382a-b5a4-4ecc-937f-00702aabad54,uuid:756a382a-b5a4-4ecc-937f-00702aabad54,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1310,uuid:cb9e7b70-64c6-43a9-abca-7836ff31c750,uuid:bbae9379-63df-4d45-8195-ed4612f7ba47,uuid:bbae9379-63df-4d45-8195-ed4612f7ba47,1,st,"",2,1,3.4000000000,2,ML_FH_Household_Full_G2
1311,uuid:cbab6bc6-6e47-4e98-94e5-a9c4bc41da74,uuid:3ae43504-6147-4fa4-9ac7-7e5564238751,uuid:3ae43504-6147-4fa4-9ac7-7e5564238751,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1312,uuid:cbe3217d-971f-43df-bf6c-725eb8cd4576,uuid:d622c56a-48a4-4541-8770-e077a7f1bef6,uuid:d622c56a-48a4-4541-8770-e077a7f1bef6,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1313,uuid:cbf65b37-f1b3-49ad-b54b-f3cc2340868f,uuid:24849d33-6162-4b5d-9276-4cf5793756fe,uuid:24849d33-6162-4b5d-9276-4cf5793756fe,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
1314,uuid:cc0115f7-cead-4501-9e93-7c6a62c95920,uuid:97670d7a-7c14-4bc9-b8f5-a68857da5557,uuid:97670d7a-7c14-4bc9-b8f5-a68857da5557,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
1315,uuid:cc0b3e3d-3be8-4909-a7ae-e58dc757acb0,uuid:3cbd976c-24e9-42ff-9708-81ba301fed36,uuid:3cbd976c-24e9-42ff-9708-81ba301fed36,1,st,"",2,1,2.5000000000,2,ML_FH_Household_Full_G2
1316,uuid:cc20fcef-57d0-4f2f-ae74-e3d5c909710f,uuid:663d75ca-4755-434a-b031-bf16e904424e,uuid:663d75ca-4755-434a-b031-bf16e904424e,1,st,"",2,0,"","",ML_FH_Household_Full_G2
1317,uuid:cc530a32-e90c-4ab8-8cac-a754ea0993f6,uuid:0b45def8-f28e-4018-9d4d-01cf90761269,uuid:0b45def8-f28e-4018-9d4d-01cf90761269,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
1318,uuid:cc6c5977-58b3-48fb-b49b-de08aa925892,uuid:c95d8d4e-18a0-44be-b23f-ea18a08e2756,uuid:c95d8d4e-18a0-44be-b23f-ea18a08e2756,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1319,uuid:cc902883-6684-4bda-b33b-362c8da60b8b,uuid:79576b70-8ddc-44db-9c35-93dd2c323769~0,uuid:79576b70-8ddc-44db-9c35-93dd2c323769~0,1,st,"",1,1,2.8000000000,2,ML_FH_Household_Full_G2
1320,uuid:cd02914c-a5f9-4f7d-9b4b-9cbacca2d769,uuid:f8109e4e-c139-43d3-a73a-430ce5f67482,uuid:f8109e4e-c139-43d3-a73a-430ce5f67482,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1321,uuid:cd42099d-6f09-48ae-990f-d9a5603465f5,uuid:02f591ee-cab4-47cd-bb90-b7a4b7470cc7,uuid:02f591ee-cab4-47cd-bb90-b7a4b7470cc7,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1322,uuid:cd6062d4-9d7d-426b-9fd1-cc4c3c4bcbf3,uuid:a4701470-7b8b-4084-803a-56597617978a,uuid:a4701470-7b8b-4084-803a-56597617978a,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
1323,uuid:cd73a428-28e6-44a4-a529-c178c203dd60,uuid:87044d05-0349-44f0-a898-40b10f8bca6a,uuid:87044d05-0349-44f0-a898-40b10f8bca6a,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
1324,uuid:cd7cd989-3805-4a4c-90f6-8954bc4be7cf,uuid:01bbfc59-d3d7-4452-a3fa-953970cde078,uuid:01bbfc59-d3d7-4452-a3fa-953970cde078,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1325,uuid:cda32254-c406-4f1c-b296-0b814f23208d,uuid:df136039-8074-48e8-ab2a-c38dcb411916,uuid:df136039-8074-48e8-ab2a-c38dcb411916,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1326,uuid:ce1c0603-99a1-4406-ac70-7f7f80e02a29,uuid:3227a212-853c-4f3a-be67-f20a5d38247e,uuid:3227a212-853c-4f3a-be67-f20a5d38247e,1,st,"",1,0,"","",ML_FH_Household_Full_G2
1327,uuid:ce265da8-6cee-4b68-b350-e838d3643c93,uuid:46d2ad4e-4215-4767-bdf7-024c3b086759,uuid:46d2ad4e-4215-4767-bdf7-024c3b086759,1,st,"",1,1,2.7000000000,2,ML_FH_Household_Full_G2
1328,uuid:ce67078f-542c-46da-8d56-d8765c0d96aa,uuid:76a766b8-39a6-4a4f-b175-05f2a2402f3c,uuid:76a766b8-39a6-4a4f-b175-05f2a2402f3c,1,st,"",1,1,2.9000000000,1,ML_FH_Household_Full_G2
1329,uuid:ce6db2a2-30a8-4805-920c-ce76be9810a5,uuid:8c11beff-3f9c-4fec-8820-69d15685b5f8,uuid:8c11beff-3f9c-4fec-8820-69d15685b5f8,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
